"","Sample_ID","Target","Ct","SD"
"138","65","actin_0113/0114",24.1506136666667,0.17169606901829
"158","66","actin_0113/0114",24.6767686666667,0.916208881240698
"178","67","actin_0113/0114",24.5151053333333,0.177790404944511
"198","68","actin_0113/0114",24.694212,0.296538878427434
"2112","69","actin_0113/0114",25.3969763333333,0.105660333031527
"237","70","actin_0113/0114",24.404445,0.168701856104194
"257","71","actin_0113/0114",25.2006533333333,0.144988153796555
"277","72","actin_0113/0114",24.030044,0.0755974283358897
"295","73","actin_0113/0114",25.3817903333333,0.0429524781861689
"229","59","UV_0356/0772",17.0140645,0.0585067221821552
"48","60","UV_0356/0772",18.5349506666667,0.302547061663691
"68","61","UV_0356/0772",16.14446,0.0981713375532789
"88","62","UV_0356/0772",18.158891,0.165472903041555
"108","63","UV_0356/0772",NA,0.242553703103044
"1210","64","UV_0356/0772",17.6814403333333,0.23433870466983
"148","65","UV_0356/0772",17.2584073333333,0.423044246292669
"168","66","UV_0356/0772",16.991807,0.119086681446753
"188","67","UV_0356/0772",17.7452173333333,0.254940566566667
"208","68","UV_0356/0772",17.184308,0.0528788593106942
"2210","69","UV_0356/0772",19.348364,0.11514102560773
"247","70","UV_0356/0772",18.328191,0.247282517734271
"267","71","UV_0356/0772",19.1351316666667,0.216571930677393
"287","72","UV_0356/0772",17.1413623333333,0.262149760397246
"305","73","UV_0356/0772",19.4456565,0.041331098467136
"130","74","actin_0113/0114",25.241911,0.418565564091219
"39","75","actin_0113/0114",24.945414,0.386414056928576
"59","76","actin_0113/0114",23.613264,0.209917375917288
"79","77","actin_0113/0114",25.516184,0.307882057884183
"99","78","actin_0113/0114",25.15144,0.220434627397786
"1113","79","actin_0113/0114",22.0525603333333,0.218273925090317
"139","80","actin_0113/0114",26.2939736666667,0.314645321321218
"159","81","actin_0113/0114",23.719477,0.122490433655042
"179","82","actin_0113/0114",25.8524026666667,0.21578725758101
"199","83","actin_0113/0114",25.9913116666667,0.279796659580369
"2113","84","actin_0113/0114",NA,0
"238","85","actin_0113/0114",24.513698,0.299917009782707
"258","86","actin_0113/0114",24.7528356666667,0.244913772083837
"278","87","actin_0113/0114",24.769224,0.140373133658119
"296","88","actin_0113/0114",25.771495,0.104415727622807
"230","74","UV_0356/0772",28.291983,0.212636908597733
"49","75","UV_0356/0772",28.5569623333333,0.486237905314191
"69","76","UV_0356/0772",29.744558,0.114958592058183
"89","77","UV_0356/0772",28.4612573333333,0.513074990760936
"109","78","UV_0356/0772",28.47365,0.130786470248264
"1211","79","UV_0356/0772",30.4640385,0.132536559531701
"149","80","UV_0356/0772",30.4446555,0.214452051705036
"169","81","UV_0356/0772",27.2103026666667,0.214643970819898
"189","82","UV_0356/0772",27.8126836666667,0.161689962163187
"209","83","UV_0356/0772",27.487482,0.216790532330172
"2211","84","UV_0356/0772",NA,0.330025552709685
"248","85","UV_0356/0772",25.466642,0.449197616195812
"268","86","UV_0356/0772",27.0263165,0.225403721532057
"288","87","UV_0356/0772",27.9115575,0.276538855520341
"306","88","UV_0356/0772",26.8564045,0.185409761988142
"140","100","actin_0113/0114",23.1961936666667,0.134905797912221
"310","101","actin_0113/0114",23.5318196666667,0.182959152032176
"510","102","actin_0113/0114",23.6531613333333,0.0618976374374135
"710","103","actin_0113/0114",23.8261395,0.141597425825825
"910","89","actin_0113/0114",23.7132186666667,0.180140672515491
"1114","90","actin_0113/0114",24.9098926666667,0.0762428697343783
"1310","91","actin_0113/0114",23.864054,0.107572284292935
"1510","92","actin_0113/0114",22.3299386666667,0.0720704059745286
"1710","93","actin_0113/0114",23.7225736666667,0.0958731734967259
"1910","94","actin_0113/0114",25.3585916666667,0.129104342441815
"2114","95","actin_0113/0114",23.3794443333333,0.0970788778588502
"239","96","actin_0113/0114",24.8822403333333,0.101465190175416
"259","97","actin_0113/0114",23.9235243333333,0.468858180082564
"279","98","actin_0113/0114",23.8837575,0.0155457425843843
"297","99","actin_0113/0114",24.245038,0.115739237944614
"240","100","UV_0356/0772",15.9988006666667,0.438506956466295
"410","101","UV_0356/0772",16.683691,0.494724682659962
"610","102","UV_0356/0772",17.490158,0.0141124371389204
"810","103","UV_0356/0772",15.9245185,0.048881584676645
"1010","89","UV_0356/0772",26.023796,0.218954663974075
"1212","90","UV_0356/0772",27.0604276666667,0.153793982929546
"1410","91","UV_0356/0772",26.9725576666667,0.0921554784390672
"1610","92","UV_0356/0772",25.521976,0.151037838318747
"1810","93","UV_0356/0772",26.922112,0.0819374003248831
"2010","94","UV_0356/0772",27.0732563333333,0.0813545059190532
"2212","95","UV_0356/0772",16.1558773333333,0.136323037427038
"249","96","UV_0356/0772",18.253901,0.0721796124747136
"269","97","UV_0356/0772",17.8714493333333,0.795068923411255
"289","98","UV_0356/0772",17.420783,0.196687408041286
"307","99","UV_0356/0772",17.6391905,0.111221532719611
"150","104","actin_0113/0114",24.919328,0.174423140987657
"311","105","actin_0113/0114",NA,0
"511","106","actin_0113/0114",24.4263056666667,0.290724236283
"711","107","actin_0113/0114",24.231982,0.0919435765510566
"911","108","actin_0113/0114",23.9139555,0.00318551604924664
"1115","109","actin_0113/0114",23.2728386666667,0.280804135999336
"1311","110","actin_0113/0114",24.1386186666667,0.00982469141160855
"1511","111","actin_0113/0114",22.0661076666667,0.121825260378681
"1711","112","actin_0113/0114",22.5533403333333,0.0700985556223053
"1911","113","actin_0113/0114",22.446658,0.309711757083905
"2115","114","actin_0113/0114",22.4944476666667,0.104666189795622
"2310","115","actin_0113/0114",24.8554673333333,0.155147756829847
"2510","116","actin_0113/0114",24.5443053333333,0.194135616024812
"2710","117","actin_0113/0114",22.2205583333333,0.113988151245352
"298","118","actin_0113/0114",23.46941,0.131357544419802
"250","104","UV_0356/0772",17.787297,0.0848840282208627
"411","105","UV_0356/0772",NA,0.155004001207497
"611","106","UV_0356/0772",20.192371,0.299896713823276
"811","107","UV_0356/0772",20.7364526666667,0.186509013083373
"1011","108","UV_0356/0772",21.7779635,0.308555236358905
"1213","109","UV_0356/0772",20.250426,0.318178252544072
"1411","110","UV_0356/0772",23.4385455,0.0713817224540008
"1611","111","UV_0356/0772",16.6479373333333,0.251913286303708
"1811","112","UV_0356/0772",19.081386,0.237501067441812
"2011","113","UV_0356/0772",19.7947795,0.0618796215284154
"2213","114","UV_0356/0772",18.992927,0.155672796856099
"2410","115","UV_0356/0772",21.9912605,0.0121898138008749
"2610","116","UV_0356/0772",16.639847,0.481599114957657
"2810","117","UV_0356/0772",15.2562306666667,0.290508435678438
"308","118","UV_0356/0772",17.168211,0.193476401703155
"160","119","actin_0113/0114",22.7408723333333,0.267770306446278
"312","120","actin_0113/0114",24.1770596666667,0.147080976820028
"512","121","actin_0113/0114",23.775675,0.0347670262173813
"712","122","actin_0113/0114",22.252979,0.145838919808808
"912","123","actin_0113/0114",24.6029136666667,0.222218400643
"1116","124","actin_0113/0114",24.985881,0.000953179941039556
"1312","125","actin_0113/0114",23.708917,0.0329582470711058
"1512","126","actin_0113/0114",NA,0
"1712","127","actin_0113/0114",24.2746085,0.106167133447692
"1912","128","actin_0113/0114",25.9749016666667,0.131697802761979
"2116","129","actin_0113/0114",22.6283045,0.0827703842717917
"2311","130","actin_0113/0114",23.526952,0.166770633407084
"2511","131","actin_0113/0114",25.0203083333333,0.256673900812556
"2711","132","actin_0113/0114",24.663639,0.229824477588876
"299","133","actin_0113/0114",25.521263,0.139168521056306
"260","119","UV_0356/0772",16.0619755,0.132113709676551
"412","120","UV_0356/0772",18.2859185,0.919819350209865
"612","121","UV_0356/0772",16.767115,0.534899409909937
"812","122","UV_0356/0772",16.473929,0.0389601694298146
"1012","123","UV_0356/0772",16.656063,0.376144038038621
"1214","124","UV_0356/0772",17.93214,0.880298445102569
"1412","125","UV_0356/0772",16.6009943333333,0.200674843008119
"1612","126","UV_0356/0772",NA,0.153573144224503
"1812","127","UV_0356/0772",20.1672815,0.0835920423515285
"2012","128","UV_0356/0772",24.845159,0.179687947984833
"2214","129","UV_0356/0772",20.2343973333333,0.191157911793715
"2411","130","UV_0356/0772",22.8135005,0.0782717709298809
"2611","131","UV_0356/0772",23.581704,0.025214013603551
"2811","132","UV_0356/0772",24.6304005,0.0742582328398678
"309","133","UV_0356/0772",22.75803,0.138083812230109
